sseqid	PathwayID	Description
AT1G55510	ath01110	Biosynthesis of secondary metabolites 
AT1G55880	ath01110	Biosynthesis of secondary metabolites 
AT1G56190	ath01110	Biosynthesis of secondary metabolites 
AT1G58290	ath01110	Biosynthesis of secondary metabolites 
AT1G58440	ath01110	Biosynthesis of secondary metabolites 
AT1G59900	ath01110	Biosynthesis of secondary metabolites 
AT1G59950	ath01110	Biosynthesis of secondary metabolites 
AT1G59960	ath01110	Biosynthesis of secondary metabolites 
AT1G60550	ath01110	Biosynthesis of secondary metabolites 
AT1G60600	ath01110	Biosynthesis of secondary metabolites 
AT1G60810	ath01110	Biosynthesis of secondary metabolites 
AT1G61120	ath01110	Biosynthesis of secondary metabolites 
AT1G61680	ath01110	Biosynthesis of secondary metabolites 
AT1G61720	ath01110	Biosynthesis of secondary metabolites 
AT1G61810	ath01110	Biosynthesis of secondary metabolites 
AT1G61820	ath01110	Biosynthesis of secondary metabolites 
AT1G62430	ath01110	Biosynthesis of secondary metabolites 
AT1G62660	ath01110	Biosynthesis of secondary metabolites 
AT1G62940	ath01110	Biosynthesis of secondary metabolites 
AT1G63000	ath01110	Biosynthesis of secondary metabolites 
AT1G63970	ath01110	Biosynthesis of secondary metabolites 
AT1G64970	ath01110	Biosynthesis of secondary metabolites 
AT1G65060	ath01110	Biosynthesis of secondary metabolites 
AT1G65930	ath01110	Biosynthesis of secondary metabolites 
AT1G66430	ath01110	Biosynthesis of secondary metabolites 
AT1G67070	ath01110	Biosynthesis of secondary metabolites 
AT1G67090	ath01110	Biosynthesis of secondary metabolites 
AT1G67110	ath01110	Biosynthesis of secondary metabolites 
AT1G67560	ath01110	Biosynthesis of secondary metabolites 
AT1G67730	ath01110	Biosynthesis of secondary metabolites 
AT1G67980	ath01110	Biosynthesis of secondary metabolites 
AT1G68010	ath01110	Biosynthesis of secondary metabolites 
AT1G68020	ath01110	Biosynthesis of secondary metabolites 
AT1G68460	ath01110	Biosynthesis of secondary metabolites 
AT1G68530	ath01110	Biosynthesis of secondary metabolites 
AT1G68850	ath01110	Biosynthesis of secondary metabolites 
AT1G68890	ath01110	Biosynthesis of secondary metabolites 
AT1G69740	ath01110	Biosynthesis of secondary metabolites 
AT1G69830	ath01110	Biosynthesis of secondary metabolites 
AT1G70730	ath01110	Biosynthesis of secondary metabolites 
AT1G71695	ath01110	Biosynthesis of secondary metabolites 
AT1G71750	ath01110	Biosynthesis of secondary metabolites 
AT1G71920	ath01110	Biosynthesis of secondary metabolites 
AT1G72520	ath01110	Biosynthesis of secondary metabolites 
AT1G72680	ath01110	Biosynthesis of secondary metabolites 
AT1G72880	ath01110	Biosynthesis of secondary metabolites 
AT1G73050	ath01110	Biosynthesis of secondary metabolites 
AT1G73370	ath01110	Biosynthesis of secondary metabolites 
AT1G74040	ath01110	Biosynthesis of secondary metabolites 
AT1G74100	ath01110	Biosynthesis of secondary metabolites 
AT1G74260	ath01110	Biosynthesis of secondary metabolites 
AT1G74470	ath01110	Biosynthesis of secondary metabolites 
AT1G74910	ath01110	Biosynthesis of secondary metabolites 
AT1G75330	ath01110	Biosynthesis of secondary metabolites 
AT1G75450	ath01110	Biosynthesis of secondary metabolites 
AT1G76130	ath01110	Biosynthesis of secondary metabolites 
AT1G76490	ath01110	Biosynthesis of secondary metabolites 
AT1G76550	ath01110	Biosynthesis of secondary metabolites 
AT1G76680	ath01110	Biosynthesis of secondary metabolites 
AT1G76690	ath01110	Biosynthesis of secondary metabolites 
AT1G77120	ath01110	Biosynthesis of secondary metabolites 
AT1G77330	ath01110	Biosynthesis of secondary metabolites 
AT1G77420	ath01110	Biosynthesis of secondary metabolites 
AT1G78090	ath01110	Biosynthesis of secondary metabolites 
AT1G78270	ath01110	Biosynthesis of secondary metabolites 
AT1G78390	ath01110	Biosynthesis of secondary metabolites 
AT1G78440	ath01110	Biosynthesis of secondary metabolites 
AT1G78510	ath01110	Biosynthesis of secondary metabolites 
AT1G78580	ath01110	Biosynthesis of secondary metabolites 
AT1G78950	ath01110	Biosynthesis of secondary metabolites 
AT1G78960	ath01110	Biosynthesis of secondary metabolites 
AT1G78970	ath01110	Biosynthesis of secondary metabolites 
AT1G79460	ath01110	Biosynthesis of secondary metabolites 
AT1G79470	ath01110	Biosynthesis of secondary metabolites 
AT1G79550	ath01110	Biosynthesis of secondary metabolites 
AT1G79790	ath01110	Biosynthesis of secondary metabolites 
AT1G79870	ath01110	Biosynthesis of secondary metabolites 
AT1G80380	ath01110	Biosynthesis of secondary metabolites 
AT1G80600	ath01110	Biosynthesis of secondary metabolites 
AT1G80860	ath01110	Biosynthesis of secondary metabolites 
AT2G01140	ath01110	Biosynthesis of secondary metabolites 
AT2G01290	ath01110	Biosynthesis of secondary metabolites 
AT2G02000	ath01110	Biosynthesis of secondary metabolites 
AT2G02010	ath01110	Biosynthesis of secondary metabolites 
AT2G02500	ath01110	Biosynthesis of secondary metabolites 
AT2G02970	ath01110	Biosynthesis of secondary metabolites 
AT2G05990	ath01110	Biosynthesis of secondary metabolites 
AT2G06050	ath01110	Biosynthesis of secondary metabolites 
AT2G06925	ath01110	Biosynthesis of secondary metabolites 
AT2G07050	ath01110	Biosynthesis of secondary metabolites 
AT2G13360	ath01110	Biosynthesis of secondary metabolites 
AT2G16280	ath01110	Biosynthesis of secondary metabolites 
AT2G16790	ath01110	Biosynthesis of secondary metabolites 
AT2G17265	ath01110	Biosynthesis of secondary metabolites 
AT2G17570	ath01110	Biosynthesis of secondary metabolites 
AT2G17640	ath01110	Biosynthesis of secondary metabolites 
AT2G18700	ath01110	Biosynthesis of secondary metabolites 
AT2G18950	ath01110	Biosynthesis of secondary metabolites 
AT2G18980	ath01110	Biosynthesis of secondary metabolites 
AT2G19070	ath01110	Biosynthesis of secondary metabolites 
AT2G19590	ath01110	Biosynthesis of secondary metabolites 
AT2G19860	ath01110	Biosynthesis of secondary metabolites 
AT2G19940	ath01110	Biosynthesis of secondary metabolites 
AT2G20340	ath01110	Biosynthesis of secondary metabolites 
AT2G20420	ath01110	Biosynthesis of secondary metabolites 
AT2G20690	ath01110	Biosynthesis of secondary metabolites 
AT2G20900	ath01110	Biosynthesis of secondary metabolites 
AT2G21170	ath01110	Biosynthesis of secondary metabolites 
AT2G21590	ath01110	Biosynthesis of secondary metabolites 
AT2G21940	ath01110	Biosynthesis of secondary metabolites 
AT2G22190	ath01110	Biosynthesis of secondary metabolites 
AT2G22240	ath01110	Biosynthesis of secondary metabolites 
AT2G22250	ath01110	Biosynthesis of secondary metabolites 
AT2G22420	ath01110	Biosynthesis of secondary metabolites 
AT2G22450	ath01110	Biosynthesis of secondary metabolites 
AT2G22480	ath01110	Biosynthesis of secondary metabolites 
AT2G22910	ath01110	Biosynthesis of secondary metabolites 
AT2G22990	ath01110	Biosynthesis of secondary metabolites 
AT2G24190	ath01110	Biosynthesis of secondary metabolites 
AT2G24210	ath01110	Biosynthesis of secondary metabolites 
AT2G26080	ath01110	Biosynthesis of secondary metabolites 
AT2G26250	ath01110	Biosynthesis of secondary metabolites 
AT2G26540	ath01110	Biosynthesis of secondary metabolites 
AT2G26640	ath01110	Biosynthesis of secondary metabolites 
AT2G26670	ath01110	Biosynthesis of secondary metabolites 
AT2G26710	ath01110	Biosynthesis of secondary metabolites 
AT2G26870	ath01110	Biosynthesis of secondary metabolites 
AT2G26930	ath01110	Biosynthesis of secondary metabolites 
AT2G27760	ath01110	Biosynthesis of secondary metabolites 
AT2G28630	ath01110	Biosynthesis of secondary metabolites 
AT2G29090	ath01110	Biosynthesis of secondary metabolites 
AT2G29260	ath01110	Biosynthesis of secondary metabolites 
AT2G29290	ath01110	Biosynthesis of secondary metabolites 
AT2G29310	ath01110	Biosynthesis of secondary metabolites 
AT2G29330	ath01110	Biosynthesis of secondary metabolites 
AT2G29560	ath01110	Biosynthesis of secondary metabolites 
AT2G29690	ath01110	Biosynthesis of secondary metabolites 
AT2G30200	ath01110	Biosynthesis of secondary metabolites 
AT2G30390	ath01110	Biosynthesis of secondary metabolites 
AT2G30490	ath01110	Biosynthesis of secondary metabolites 
AT2G30920	ath01110	Biosynthesis of secondary metabolites 
AT2G30970	ath01110	Biosynthesis of secondary metabolites 
AT2G31810	ath01110	Biosynthesis of secondary metabolites 
AT2G32290	ath01110	Biosynthesis of secondary metabolites 
AT2G32440	ath01110	Biosynthesis of secondary metabolites 
AT2G33150	ath01110	Biosynthesis of secondary metabolites 
AT2G34060	ath01110	Biosynthesis of secondary metabolites 
AT2G34500	ath01110	Biosynthesis of secondary metabolites 
AT2G34590	ath01110	Biosynthesis of secondary metabolites 
AT2G34630	ath01110	Biosynthesis of secondary metabolites 
AT2G34790	ath01110	Biosynthesis of secondary metabolites 
AT2G35040	ath01110	Biosynthesis of secondary metabolites 
AT2G35120	ath01110	Biosynthesis of secondary metabolites 
AT2G35380	ath01110	Biosynthesis of secondary metabolites 
AT2G35840	ath01110	Biosynthesis of secondary metabolites 
AT2G36230	ath01110	Biosynthesis of secondary metabolites 
AT2G36305	ath01110	Biosynthesis of secondary metabolites 
AT2G36390	ath01110	Biosynthesis of secondary metabolites 
AT2G36460	ath01110	Biosynthesis of secondary metabolites 
AT2G36530	ath01110	Biosynthesis of secondary metabolites 
AT2G36580	ath01110	Biosynthesis of secondary metabolites 
AT2G36760	ath01110	Biosynthesis of secondary metabolites 
AT2G36770	ath01110	Biosynthesis of secondary metabolites 
AT2G36780	ath01110	Biosynthesis of secondary metabolites 
AT2G36800	ath01110	Biosynthesis of secondary metabolites 
AT2G36880	ath01110	Biosynthesis of secondary metabolites 
AT2G37130	ath01110	Biosynthesis of secondary metabolites 
AT2G37250	ath01110	Biosynthesis of secondary metabolites 
AT2G37500	ath01110	Biosynthesis of secondary metabolites 
AT2G37690	ath01110	Biosynthesis of secondary metabolites 
AT2G37790	ath01110	Biosynthesis of secondary metabolites 
AT2G38040	ath01110	Biosynthesis of secondary metabolites 
AT2G38050	ath01110	Biosynthesis of secondary metabolites 
AT2G38110	ath01110	Biosynthesis of secondary metabolites 
AT2G38280	ath01110	Biosynthesis of secondary metabolites 
AT2G39270	ath01110	Biosynthesis of secondary metabolites 
AT2G39420	ath01110	Biosynthesis of secondary metabolites 
AT2G39770	ath01110	Biosynthesis of secondary metabolites 
AT2G39930	ath01110	Biosynthesis of secondary metabolites 
AT2G40490	ath01110	Biosynthesis of secondary metabolites 
AT2G40690	ath01110	Biosynthesis of secondary metabolites 
AT2G40840	ath01110	Biosynthesis of secondary metabolites 
AT2G40890	ath01110	Biosynthesis of secondary metabolites 
AT2G41510	ath01110	Biosynthesis of secondary metabolites 
AT2G41540	ath01110	Biosynthesis of secondary metabolites 
AT2G42010	ath01110	Biosynthesis of secondary metabolites 
AT2G42490	ath01110	Biosynthesis of secondary metabolites 
AT2G42790	ath01110	Biosynthesis of secondary metabolites 
AT2G43090	ath01110	Biosynthesis of secondary metabolites 
AT2G43420	ath01110	Biosynthesis of secondary metabolites 
AT2G43750	ath01110	Biosynthesis of secondary metabolites 
AT2G44040	ath01110	Biosynthesis of secondary metabolites 
AT2G44050	ath01110	Biosynthesis of secondary metabolites 
AT2G44350	ath01110	Biosynthesis of secondary metabolites 
AT2G44480	ath01110	Biosynthesis of secondary metabolites 
AT2G44520	ath01110	Biosynthesis of secondary metabolites 
AT2G44530	ath01110	Biosynthesis of secondary metabolites 
AT2G44810	ath01110	Biosynthesis of secondary metabolites 
AT2G44990	ath01110	Biosynthesis of secondary metabolites 
AT2G45150	ath01110	Biosynthesis of secondary metabolites 
AT2G45290	ath01110	Biosynthesis of secondary metabolites 
AT2G45300	ath01110	Biosynthesis of secondary metabolites 
AT2G45440	ath01110	Biosynthesis of secondary metabolites 
AT2G45790	ath01110	Biosynthesis of secondary metabolites 
AT2G45880	ath01110	Biosynthesis of secondary metabolites 
AT2G46110	ath01110	Biosynthesis of secondary metabolites 
AT2G47510	ath01110	Biosynthesis of secondary metabolites 
AT3G01180	ath01110	Biosynthesis of secondary metabolites 
AT3G01190	ath01110	Biosynthesis of secondary metabolites 
AT3G01420	ath01110	Biosynthesis of secondary metabolites 
AT3G01820	ath01110	Biosynthesis of secondary metabolites 
AT3G01850	ath01110	Biosynthesis of secondary metabolites 
AT3G02360	ath01110	Biosynthesis of secondary metabolites 
AT3G02580	ath01110	Biosynthesis of secondary metabolites 
AT3G02600	ath01110	Biosynthesis of secondary metabolites 
AT3G02780	ath01110	Biosynthesis of secondary metabolites 
AT3G02870	ath01110	Biosynthesis of secondary metabolites 
AT3G03310	ath01110	Biosynthesis of secondary metabolites 
AT3G03530	ath01110	Biosynthesis of secondary metabolites 
AT3G03780	ath01110	Biosynthesis of secondary metabolites 
AT3G03980	ath01110	Biosynthesis of secondary metabolites 
AT3G04120	ath01110	Biosynthesis of secondary metabolites 
AT3G04790	ath01110	Biosynthesis of secondary metabolites 
AT3G04870	ath01110	Biosynthesis of secondary metabolites 
AT3G06350	ath01110	Biosynthesis of secondary metabolites 
AT3G06650	ath01110	Biosynthesis of secondary metabolites 
AT3G06810	ath01110	Biosynthesis of secondary metabolites 
AT3G06850	ath01110	Biosynthesis of secondary metabolites 
AT3G06860	ath01110	Biosynthesis of secondary metabolites 
AT3G07630	ath01110	Biosynthesis of secondary metabolites 
AT3G08860	ath01110	Biosynthesis of secondary metabolites 
AT3G09150	ath01110	Biosynthesis of secondary metabolites 
AT3G09560	ath01110	Biosynthesis of secondary metabolites 
AT3G10050	ath01110	Biosynthesis of secondary metabolites 
AT3G10230	ath01110	Biosynthesis of secondary metabolites 
AT3G10340	ath01110	Biosynthesis of secondary metabolites 
AT3G10370	ath01110	Biosynthesis of secondary metabolites 
AT3G11430	ath01110	Biosynthesis of secondary metabolites 
AT3G11945	ath01110	Biosynthesis of secondary metabolites 
AT3G13110	ath01110	Biosynthesis of secondary metabolites 
AT3G13730	ath01110	Biosynthesis of secondary metabolites 
AT3G13790	ath01110	Biosynthesis of secondary metabolites 
AT3G13930	ath01110	Biosynthesis of secondary metabolites 
AT3G14130	ath01110	Biosynthesis of secondary metabolites 
AT3G14420	ath01110	Biosynthesis of secondary metabolites 
AT3G14440	ath01110	Biosynthesis of secondary metabolites 
AT3G14930	ath01110	Biosynthesis of secondary metabolites 
AT3G15020	ath01110	Biosynthesis of secondary metabolites 
AT3G15730	ath01110	Biosynthesis of secondary metabolites 
AT3G16150	ath01110	Biosynthesis of secondary metabolites 
AT3G16785	ath01110	Biosynthesis of secondary metabolites 
AT3G16910	ath01110	Biosynthesis of secondary metabolites 
AT3G17390	ath01110	Biosynthesis of secondary metabolites 
AT3G17940	ath01110	Biosynthesis of secondary metabolites 
AT3G18070	ath01110	Biosynthesis of secondary metabolites 
AT3G18080	ath01110	Biosynthesis of secondary metabolites 
AT3G19270	ath01110	Biosynthesis of secondary metabolites 
AT3G19450	ath01110	Biosynthesis of secondary metabolites 
AT3G19480	ath01110	Biosynthesis of secondary metabolites 
AT3G19820	ath01110	Biosynthesis of secondary metabolites 
AT3G20440	ath01110	Biosynthesis of secondary metabolites 
AT3G21110	ath01110	Biosynthesis of secondary metabolites 
AT3G21770	ath01110	Biosynthesis of secondary metabolites 
AT3G22425	ath01110	Biosynthesis of secondary metabolites 
AT3G22460	ath01110	Biosynthesis of secondary metabolites 
AT3G22740	ath01110	Biosynthesis of secondary metabolites 
AT3G22890	ath01110	Biosynthesis of secondary metabolites 
AT3G22960	ath01110	Biosynthesis of secondary metabolites 
AT3G23920	ath01110	Biosynthesis of secondary metabolites 
AT3G23940	ath01110	Biosynthesis of secondary metabolites 
AT3G24200	ath01110	Biosynthesis of secondary metabolites 
AT3G24220	ath01110	Biosynthesis of secondary metabolites 
AT3G24503	ath01110	Biosynthesis of secondary metabolites 
AT3G25180	ath01110	Biosynthesis of secondary metabolites 
AT3G25530	ath01110	Biosynthesis of secondary metabolites 
AT3G25810	ath01110	Biosynthesis of secondary metabolites 
AT3G25820	ath01110	Biosynthesis of secondary metabolites 
AT3G25830	ath01110	Biosynthesis of secondary metabolites 
AT3G25860	ath01110	Biosynthesis of secondary metabolites 
AT3G25900	ath01110	Biosynthesis of secondary metabolites 
AT3G28200	ath01110	Biosynthesis of secondary metabolites 
AT3G29200	ath01110	Biosynthesis of secondary metabolites 
AT3G29320	ath01110	Biosynthesis of secondary metabolites 
AT3G30180	ath01110	Biosynthesis of secondary metabolites 
AT3G43190	ath01110	Biosynthesis of secondary metabolites 
AT3G44880	ath01110	Biosynthesis of secondary metabolites 
AT3G45140	ath01110	Biosynthesis of secondary metabolites 
AT3G46970	ath01110	Biosynthesis of secondary metabolites 
AT3G47000	ath01110	Biosynthesis of secondary metabolites 
AT3G47340	ath01110	Biosynthesis of secondary metabolites 
AT3G47390	ath01110	Biosynthesis of secondary metabolites 
AT3G47450	ath01110	Biosynthesis of secondary metabolites 
AT3G47520	ath01110	Biosynthesis of secondary metabolites 
AT3G47800	ath01110	Biosynthesis of secondary metabolites 
AT3G47930	ath01110	Biosynthesis of secondary metabolites 
AT3G48000	ath01110	Biosynthesis of secondary metabolites 
AT3G48560	ath01110	Biosynthesis of secondary metabolites 
AT3G48610	ath01110	Biosynthesis of secondary metabolites 
AT3G48730	ath01110	Biosynthesis of secondary metabolites 
AT3G50520	ath01110	Biosynthesis of secondary metabolites 
AT3G50660	ath01110	Biosynthesis of secondary metabolites 
AT3G50740	ath01110	Biosynthesis of secondary metabolites 
AT3G50990	ath01110	Biosynthesis of secondary metabolites 
AT3G51240	ath01110	Biosynthesis of secondary metabolites 
AT3G51820	ath01110	Biosynthesis of secondary metabolites 
AT3G51840	ath01110	Biosynthesis of secondary metabolites 
AT3G52200	ath01110	Biosynthesis of secondary metabolites 
AT3G52600	ath01110	Biosynthesis of secondary metabolites 
AT3G52940	ath01110	Biosynthesis of secondary metabolites 
AT3G52990	ath01110	Biosynthesis of secondary metabolites 
AT3G53130	ath01110	Biosynthesis of secondary metabolites 
AT3G53260	ath01110	Biosynthesis of secondary metabolites 
AT3G53580	ath01110	Biosynthesis of secondary metabolites 
AT3G54050	ath01110	Biosynthesis of secondary metabolites 
AT3G54250	ath01110	Biosynthesis of secondary metabolites 
AT3G54270	ath01110	Biosynthesis of secondary metabolites 
AT3G54640	ath01110	Biosynthesis of secondary metabolites 
AT3G55010	ath01110	Biosynthesis of secondary metabolites 
