sseqid	PathwayID	Description
AT4G25980	ath01100	Metabolic pathways 
AT4G26210	ath01100	Metabolic pathways 
AT4G26220	ath01100	Metabolic pathways 
AT4G26270	ath01100	Metabolic pathways 
AT4G26530	ath01100	Metabolic pathways 
AT4G26850	ath01100	Metabolic pathways 
AT4G26900	ath01100	Metabolic pathways 
AT4G26910	ath01100	Metabolic pathways 
AT4G26970	ath01100	Metabolic pathways 
AT4G27270	ath01100	Metabolic pathways 
AT4G28130	ath01100	Metabolic pathways 
AT4G28660	ath01100	Metabolic pathways 
AT4G28720	ath01100	Metabolic pathways 
AT4G28750	ath01100	Metabolic pathways 
AT4G29010	ath01100	Metabolic pathways 
AT4G29120	ath01100	Metabolic pathways 
AT4G29130	ath01100	Metabolic pathways 
AT4G29210	ath01100	Metabolic pathways 
AT4G29220	ath01100	Metabolic pathways 
AT4G29530	ath01100	Metabolic pathways 
AT4G29540	ath01100	Metabolic pathways 
AT4G29680	ath01100	Metabolic pathways 
AT4G29720	ath01100	Metabolic pathways 
AT4G29840	ath01100	Metabolic pathways 
AT4G29890	ath01100	Metabolic pathways 
AT4G30000	ath01100	Metabolic pathways 
AT4G30310	ath01100	Metabolic pathways 
AT4G30340	ath01100	Metabolic pathways 
AT4G30440	ath01100	Metabolic pathways 
AT4G30580	ath01100	Metabolic pathways 
AT4G30920	ath01100	Metabolic pathways 
AT4G31140	ath01100	Metabolic pathways 
AT4G31760	ath01100	Metabolic pathways 
AT4G31780	ath01100	Metabolic pathways 
AT4G31810	ath01100	Metabolic pathways 
AT4G31870	ath01100	Metabolic pathways 
AT4G31990	ath01100	Metabolic pathways 
AT4G32260	ath01100	Metabolic pathways 
AT4G32320	ath01100	Metabolic pathways 
AT4G32520	ath01100	Metabolic pathways 
AT4G32530	ath01100	Metabolic pathways 
AT4G32770	ath01100	Metabolic pathways 
AT4G32840	ath01100	Metabolic pathways 
AT4G32915	ath01100	Metabolic pathways 
AT4G33010	ath01100	Metabolic pathways 
AT4G33030	ath01100	Metabolic pathways 
AT4G33070	ath01100	Metabolic pathways 
AT4G33150	ath01100	Metabolic pathways 
AT4G33220	ath01100	Metabolic pathways 
AT4G33420	ath01100	Metabolic pathways 
AT4G33510	ath01100	Metabolic pathways 
AT4G33580	ath01100	Metabolic pathways 
AT4G33670	ath01100	Metabolic pathways 
AT4G33680	ath01100	Metabolic pathways 
AT4G33870	ath01100	Metabolic pathways 
AT4G33910	ath01100	Metabolic pathways 
AT4G34030	ath01100	Metabolic pathways 
AT4G34050	ath01100	Metabolic pathways 
AT4G34200	ath01100	Metabolic pathways 
AT4G34350	ath01100	Metabolic pathways 
AT4G34640	ath01100	Metabolic pathways 
AT4G34650	ath01100	Metabolic pathways 
AT4G34700	ath01100	Metabolic pathways 
AT4G34710	ath01100	Metabolic pathways 
AT4G34720	ath01100	Metabolic pathways 
AT4G34740	ath01100	Metabolic pathways 
AT4G34840	ath01100	Metabolic pathways 
AT4G34880	ath01100	Metabolic pathways 
AT4G34890	ath01100	Metabolic pathways 
AT4G34900	ath01100	Metabolic pathways 
AT4G35000	ath01100	Metabolic pathways 
AT4G35090	ath01100	Metabolic pathways 
AT4G35160	ath01100	Metabolic pathways 
AT4G35260	ath01100	Metabolic pathways 
AT4G35530	ath01100	Metabolic pathways 
AT4G35630	ath01100	Metabolic pathways 
AT4G35790	ath01100	Metabolic pathways 
AT4G35830	ath01100	Metabolic pathways 
AT4G35987	ath01100	Metabolic pathways 
AT4G36220	ath01100	Metabolic pathways 
AT4G36250	ath01100	Metabolic pathways 
AT4G36380	ath01100	Metabolic pathways 
AT4G36430	ath01100	Metabolic pathways 
AT4G36480	ath01100	Metabolic pathways 
AT4G36750	ath01100	Metabolic pathways 
AT4G36810	ath01100	Metabolic pathways 
AT4G37530	ath01100	Metabolic pathways 
AT4G37550	ath01100	Metabolic pathways 
AT4G37560	ath01100	Metabolic pathways 
AT4G37770	ath01100	Metabolic pathways 
AT4G37830	ath01100	Metabolic pathways 
AT4G37930	ath01100	Metabolic pathways 
AT4G37980	ath01100	Metabolic pathways 
AT4G37990	ath01100	Metabolic pathways 
AT4G38220	ath01100	Metabolic pathways 
AT4G38240	ath01100	Metabolic pathways 
AT4G38270	ath01100	Metabolic pathways 
AT4G38460	ath01100	Metabolic pathways 
AT4G38510	ath01100	Metabolic pathways 
AT4G38570	ath01100	Metabolic pathways 
AT4G38970	ath01100	Metabolic pathways 
AT4G39010	ath01100	Metabolic pathways 
AT4G39080	ath01100	Metabolic pathways 
AT4G39120	ath01100	Metabolic pathways 
AT4G39330	ath01100	Metabolic pathways 
AT4G39660	ath01100	Metabolic pathways 
AT4G39950	ath01100	Metabolic pathways 
AT4G39980	ath01100	Metabolic pathways 
AT5G01220	ath01100	Metabolic pathways 
AT5G01250	ath01100	Metabolic pathways 
AT5G01320	ath01100	Metabolic pathways 
AT5G01410	ath01100	Metabolic pathways 
AT5G01670	ath01100	Metabolic pathways 
AT5G01930	ath01100	Metabolic pathways 
AT5G02080	ath01100	Metabolic pathways 
AT5G02410	ath01100	Metabolic pathways 
AT5G02780	ath01100	Metabolic pathways 
AT5G02790	ath01100	Metabolic pathways 
AT5G03080	ath01100	Metabolic pathways 
AT5G03290	ath01100	Metabolic pathways 
AT5G03370	ath01100	Metabolic pathways 
AT5G03630	ath01100	Metabolic pathways 
AT5G03770	ath01100	Metabolic pathways 
AT5G03860	ath01100	Metabolic pathways 
AT5G04040	ath01100	Metabolic pathways 
AT5G04310	ath01100	Metabolic pathways 
AT5G04530	ath01100	Metabolic pathways 
AT5G04590	ath01100	Metabolic pathways 
AT5G04620	ath01100	Metabolic pathways 
AT5G04885	ath01100	Metabolic pathways 
AT5G04900	ath01100	Metabolic pathways 
AT5G04940	ath01100	Metabolic pathways 
AT5G05260	ath01100	Metabolic pathways 
AT5G05270	ath01100	Metabolic pathways 
AT5G05340	ath01100	Metabolic pathways 
AT5G05590	ath01100	Metabolic pathways 
AT5G05690	ath01100	Metabolic pathways 
AT5G05730	ath01100	Metabolic pathways 
AT5G05980	ath01100	Metabolic pathways 
AT5G06060	ath01100	Metabolic pathways 
AT5G06580	ath01100	Metabolic pathways 
AT5G06720	ath01100	Metabolic pathways 
AT5G07440	ath01100	Metabolic pathways 
AT5G07830	ath01100	Metabolic pathways 
AT5G07920	ath01100	Metabolic pathways 
AT5G07990	ath01100	Metabolic pathways 
AT5G08100	ath01100	Metabolic pathways 
AT5G08280	ath01100	Metabolic pathways 
AT5G08340	ath01100	Metabolic pathways 
AT5G08370	ath01100	Metabolic pathways 
AT5G08380	ath01100	Metabolic pathways 
AT5G08415	ath01100	Metabolic pathways 
AT5G08530	ath01100	Metabolic pathways 
AT5G08570	ath01100	Metabolic pathways 
AT5G08640	ath01100	Metabolic pathways 
AT5G08680	ath01100	Metabolic pathways 
AT5G08740	ath01100	Metabolic pathways 
AT5G09230	ath01100	Metabolic pathways 
AT5G09280	ath01100	Metabolic pathways 
AT5G09300	ath01100	Metabolic pathways 
AT5G09660	ath01100	Metabolic pathways 
AT5G09730	ath01100	Metabolic pathways 
AT5G09790	ath01100	Metabolic pathways 
AT5G10100	ath01100	Metabolic pathways 
AT5G10160	ath01100	Metabolic pathways 
AT5G10240	ath01100	Metabolic pathways 
AT5G10330	ath01100	Metabolic pathways 
AT5G10480	ath01100	Metabolic pathways 
AT5G10870	ath01100	Metabolic pathways 
AT5G10920	ath01100	Metabolic pathways 
AT5G11160	ath01100	Metabolic pathways 
AT5G11320	ath01100	Metabolic pathways 
AT5G11380	ath01100	Metabolic pathways 
AT5G11540	ath01100	Metabolic pathways 
AT5G11720	ath01100	Metabolic pathways 
AT5G11770	ath01100	Metabolic pathways 
AT5G11880	ath01100	Metabolic pathways 
AT5G11920	ath01100	Metabolic pathways 
AT5G12040	ath01100	Metabolic pathways 
AT5G12200	ath01100	Metabolic pathways 
AT5G13050	ath01100	Metabolic pathways 
AT5G13110	ath01100	Metabolic pathways 
AT5G13280	ath01100	Metabolic pathways 
AT5G13420	ath01100	Metabolic pathways 
AT5G13430	ath01100	Metabolic pathways 
AT5G13440	ath01100	Metabolic pathways 
AT5G13450	ath01100	Metabolic pathways 
AT5G13520	ath01100	Metabolic pathways 
AT5G13630	ath01100	Metabolic pathways 
AT5G13640	ath01100	Metabolic pathways 
AT5G13690	ath01100	Metabolic pathways 
AT5G13700	ath01100	Metabolic pathways 
AT5G13710	ath01100	Metabolic pathways 
AT5G13930	ath01100	Metabolic pathways 
AT5G13960	ath01100	Metabolic pathways 
AT5G14200	ath01100	Metabolic pathways 
AT5G14220	ath01100	Metabolic pathways 
AT5G14400	ath01100	Metabolic pathways 
AT5G14500	ath01100	Metabolic pathways 
AT5G14590	ath01100	Metabolic pathways 
AT5G14650	ath01100	Metabolic pathways 
AT5G14740	ath01100	Metabolic pathways 
AT5G14760	ath01100	Metabolic pathways 
AT5G14780	ath01100	Metabolic pathways 
AT5G14800	ath01100	Metabolic pathways 
AT5G14850	ath01100	Metabolic pathways 
AT5G14950	ath01100	Metabolic pathways 
AT5G15110	ath01100	Metabolic pathways 
AT5G15180	ath01100	Metabolic pathways 
AT5G15490	ath01100	Metabolic pathways 
AT5G15530	ath01100	Metabolic pathways 
AT5G15650	ath01100	Metabolic pathways 
AT5G15770	ath01100	Metabolic pathways 
AT5G15860	ath01100	Metabolic pathways 
AT5G16120	ath01100	Metabolic pathways 
AT5G16390	ath01100	Metabolic pathways 
AT5G16510	ath01100	Metabolic pathways 
AT5G16570	ath01100	Metabolic pathways 
AT5G16710	ath01100	Metabolic pathways 
AT5G16760	ath01100	Metabolic pathways 
AT5G17050	ath01100	Metabolic pathways 
AT5G17230	ath01100	Metabolic pathways 
AT5G17310	ath01100	Metabolic pathways 
AT5G17330	ath01100	Metabolic pathways 
AT5G17920	ath01100	Metabolic pathways 
AT5G17990	ath01100	Metabolic pathways 
AT5G18070	ath01100	Metabolic pathways 
AT5G18170	ath01100	Metabolic pathways 
AT5G18200	ath01100	Metabolic pathways 
AT5G18210	ath01100	Metabolic pathways 
AT5G18280	ath01100	Metabolic pathways 
AT5G18660	ath01100	Metabolic pathways 
AT5G18800	ath01100	Metabolic pathways 
AT5G18900	ath01100	Metabolic pathways 
AT5G18930	ath01100	Metabolic pathways 
AT5G19040	ath01100	Metabolic pathways 
AT5G19130	ath01100	Metabolic pathways 
AT5G19220	ath01100	Metabolic pathways 
AT5G19550	ath01100	Metabolic pathways 
AT5G19690	ath01100	Metabolic pathways 
AT5G19730	ath01100	Metabolic pathways 
AT5G20040	ath01100	Metabolic pathways 
AT5G20070	ath01100	Metabolic pathways 
AT5G20250	ath01100	Metabolic pathways 
AT5G20280	ath01100	Metabolic pathways 
AT5G20410	ath01100	Metabolic pathways 
AT5G20830	ath01100	Metabolic pathways 
AT5G20940	ath01100	Metabolic pathways 
AT5G20950	ath01100	Metabolic pathways 
AT5G20960	ath01100	Metabolic pathways 
AT5G20980	ath01100	Metabolic pathways 
AT5G20990	ath01100	Metabolic pathways 
AT5G21105	ath01100	Metabolic pathways 
AT5G22130	ath01100	Metabolic pathways 
AT5G22300	ath01100	Metabolic pathways 
AT5G22630	ath01100	Metabolic pathways 
AT5G23250	ath01100	Metabolic pathways 
AT5G23300	ath01100	Metabolic pathways 
AT5G23670	ath01100	Metabolic pathways 
AT5G23960	ath01100	Metabolic pathways 
AT5G24070	ath01100	Metabolic pathways 
AT5G24090	ath01100	Metabolic pathways 
AT5G24300	ath01100	Metabolic pathways 
AT5G24330	ath01100	Metabolic pathways 
AT5G24400	ath01100	Metabolic pathways 
AT5G24760	ath01100	Metabolic pathways 
AT5G25450	ath01100	Metabolic pathways 
AT5G25880	ath01100	Metabolic pathways 
AT5G25900	ath01100	Metabolic pathways 
AT5G25980	ath01100	Metabolic pathways 
AT5G26030	ath01100	Metabolic pathways 
AT5G26220	ath01100	Metabolic pathways 
AT5G26600	ath01100	Metabolic pathways 
AT5G26667	ath01100	Metabolic pathways 
AT5G26710	ath01100	Metabolic pathways 
AT5G27380	ath01100	Metabolic pathways 
AT5G27450	ath01100	Metabolic pathways 
AT5G27650	ath01100	Metabolic pathways 
AT5G27730	ath01100	Metabolic pathways 
AT5G28237	ath01100	Metabolic pathways 
AT5G28840	ath01100	Metabolic pathways 
AT5G32470	ath01100	Metabolic pathways 
AT5G34930	ath01100	Metabolic pathways 
AT5G34940	ath01100	Metabolic pathways 
AT5G35170	ath01100	Metabolic pathways 
AT5G35360	ath01100	Metabolic pathways 
AT5G35630	ath01100	Metabolic pathways 
AT5G35790	ath01100	Metabolic pathways 
AT5G36110	ath01100	Metabolic pathways 
AT5G36130	ath01100	Metabolic pathways 
AT5G36140	ath01100	Metabolic pathways 
AT5G36790	ath01100	Metabolic pathways 
AT5G36880	ath01100	Metabolic pathways 
AT5G36890	ath01100	Metabolic pathways 
AT5G37510	ath01100	Metabolic pathways 
AT5G37830	ath01100	Metabolic pathways 
AT5G37850	ath01100	Metabolic pathways 
AT5G38410	ath01100	Metabolic pathways 
AT5G38450	ath01100	Metabolic pathways 
AT5G38460	ath01100	Metabolic pathways 
AT5G38530	ath01100	Metabolic pathways 
AT5G38710	ath01100	Metabolic pathways 
AT5G38970	ath01100	Metabolic pathways 
AT5G39580	ath01100	Metabolic pathways 
AT5G40150	ath01100	Metabolic pathways 
AT5G40390	ath01100	Metabolic pathways 
AT5G40650	ath01100	Metabolic pathways 
AT5G40760	ath01100	Metabolic pathways 
AT5G40850	ath01100	Metabolic pathways 
AT5G40870	ath01100	Metabolic pathways 
AT5G41240	ath01100	Metabolic pathways 
AT5G41670	ath01100	Metabolic pathways 
AT5G42150	ath01100	Metabolic pathways 
AT5G42180	ath01100	Metabolic pathways 
AT5G42250	ath01100	Metabolic pathways 
AT5G42260	ath01100	Metabolic pathways 
AT5G42370	ath01100	Metabolic pathways 
AT5G42650	ath01100	Metabolic pathways 
AT5G42740	ath01100	Metabolic pathways 
AT5G42800	ath01100	Metabolic pathways 
AT5G42870	ath01100	Metabolic pathways 
AT5G43330	ath01100	Metabolic pathways 
AT5G43600	ath01100	Metabolic pathways 
AT5G43760	ath01100	Metabolic pathways 
AT5G43850	ath01100	Metabolic pathways 
AT5G43860	ath01100	Metabolic pathways 
AT5G43940	ath01100	Metabolic pathways 
AT5G44520	ath01100	Metabolic pathways 
AT5G44640	ath01100	Metabolic pathways 
AT5G45040	ath01100	Metabolic pathways 
AT5G45180	ath01100	Metabolic pathways 
AT5G45300	ath01100	Metabolic pathways 
AT5G46180	ath01100	Metabolic pathways 
AT5G46290	ath01100	Metabolic pathways 
AT5G46850	ath01100	Metabolic pathways 
AT5G47030	ath01100	Metabolic pathways 
AT5G47435	ath01100	Metabolic pathways 
AT5G47720	ath01100	Metabolic pathways 
AT5G47760	ath01100	Metabolic pathways 
AT5G47780	ath01100	Metabolic pathways 
AT5G47810	ath01100	Metabolic pathways 
AT5G47840	ath01100	Metabolic pathways 
AT5G47890	ath01100	Metabolic pathways 
AT5G48220	ath01100	Metabolic pathways 
AT5G48230	ath01100	Metabolic pathways 
AT5G48300	ath01100	Metabolic pathways 
AT5G48840	ath01100	Metabolic pathways 
AT5G48930	ath01100	Metabolic pathways 
AT5G49160	ath01100	Metabolic pathways 
AT5G49180	ath01100	Metabolic pathways 
AT5G49190	ath01100	Metabolic pathways 
AT5G49650	ath01100	Metabolic pathways 
AT5G49720	ath01100	Metabolic pathways 
AT5G49810	ath01100	Metabolic pathways 
AT5G49900	ath01100	Metabolic pathways 
AT5G50210	ath01100	Metabolic pathways 
AT5G50370	ath01100	Metabolic pathways 
AT5G50375	ath01100	Metabolic pathways 
AT5G50850	ath01100	Metabolic pathways 
AT5G51030	ath01100	Metabolic pathways 
AT5G51290	ath01100	Metabolic pathways 
AT5G51460	ath01100	Metabolic pathways 
AT5G51810	ath01100	Metabolic pathways 
AT5G51820	ath01100	Metabolic pathways 
AT5G51890	ath01100	Metabolic pathways 
AT5G51970	ath01100	Metabolic pathways 
AT5G52560	ath01100	Metabolic pathways 
AT5G52570	ath01100	Metabolic pathways 
AT5G52840	ath01100	Metabolic pathways 
AT5G52920	ath01100	Metabolic pathways 
AT5G53120	ath01100	Metabolic pathways 
AT5G53460	ath01100	Metabolic pathways 
AT5G53580	ath01100	Metabolic pathways 
AT5G53850	ath01100	Metabolic pathways 
AT5G53970	ath01100	Metabolic pathways 
AT5G54080	ath01100	Metabolic pathways 
AT5G54160	ath01100	Metabolic pathways 
AT5G54190	ath01100	Metabolic pathways 
AT5G54270	ath01100	Metabolic pathways 
AT5G54390	ath01100	Metabolic pathways 
AT5G54570	ath01100	Metabolic pathways 
AT5G54770	ath01100	Metabolic pathways 
AT5G54960	ath01100	Metabolic pathways 
AT5G55290	ath01100	Metabolic pathways 
AT5G55500	ath01100	Metabolic pathways 
AT5G55760	ath01100	Metabolic pathways 
AT5G55810	ath01100	Metabolic pathways 
AT5G56090	ath01100	Metabolic pathways 
AT5G56350	ath01100	Metabolic pathways 
AT5G56760	ath01100	Metabolic pathways 
AT5G57030	ath01100	Metabolic pathways 
AT5G57170	ath01100	Metabolic pathways 
AT5G57190	ath01100	Metabolic pathways 
AT5G57300	ath01100	Metabolic pathways 
AT5G57330	ath01100	Metabolic pathways 
AT5G57350	ath01100	Metabolic pathways 
AT5G57440	ath01100	Metabolic pathways 
AT5G57590	ath01100	Metabolic pathways 
AT5G57655	ath01100	Metabolic pathways 
AT5G57815	ath01100	Metabolic pathways 
AT5G58090	ath01100	Metabolic pathways 
AT5G58220	ath01100	Metabolic pathways 
AT5G58240	ath01100	Metabolic pathways 
AT5G58330	ath01100	Metabolic pathways 
AT5G58730	ath01100	Metabolic pathways 
AT5G58800	ath01100	Metabolic pathways 
AT5G59440	ath01100	Metabolic pathways 
AT5G59750	ath01100	Metabolic pathways 
AT5G59770	ath01100	Metabolic pathways 
AT5G60340	ath01100	Metabolic pathways 
AT5G60540	ath01100	Metabolic pathways 
AT5G60600	ath01100	Metabolic pathways 
AT5G60620	ath01100	Metabolic pathways 
AT5G61250	ath01100	Metabolic pathways 
AT5G61410	ath01100	Metabolic pathways 
AT5G61580	ath01100	Metabolic pathways 
AT5G61760	ath01100	Metabolic pathways 
AT5G62480	ath01100	Metabolic pathways 
AT5G62530	ath01100	Metabolic pathways 
AT5G62670	ath01100	Metabolic pathways 
AT5G62790	ath01100	Metabolic pathways 
AT5G63180	ath01100	Metabolic pathways 
AT5G63310	ath01100	Metabolic pathways 
AT5G63380	ath01100	Metabolic pathways 
AT5G63400	ath01100	Metabolic pathways 
AT5G63770	ath01100	Metabolic pathways 
AT5G63840	ath01100	Metabolic pathways 
AT5G63890	ath01100	Metabolic pathways 
AT5G63980	ath01100	Metabolic pathways 
AT5G64040	ath01100	Metabolic pathways 
AT5G64050	ath01100	Metabolic pathways 
AT5G64070	ath01100	Metabolic pathways 
AT5G64300	ath01100	Metabolic pathways 
AT5G64370	ath01100	Metabolic pathways 
AT5G64380	ath01100	Metabolic pathways 
AT5G64570	ath01100	Metabolic pathways 
AT5G64860	ath01100	Metabolic pathways 
AT5G65110	ath01100	Metabolic pathways 
AT5G65690	ath01100	Metabolic pathways 
AT5G65720	ath01100	Metabolic pathways 
AT5G65780	ath01100	Metabolic pathways 
AT5G65940	ath01100	Metabolic pathways 
AT5G66005	ath01100	Metabolic pathways 
AT5G66060	ath01100	Metabolic pathways 
AT5G66120	ath01100	Metabolic pathways 
AT5G66390	ath01100	Metabolic pathways 
AT5G66460	ath01100	Metabolic pathways 
AT5G66530	ath01100	Metabolic pathways 
AT5G66680	ath01100	Metabolic pathways 
AT5G66760	ath01100	Metabolic pathways 
AT5G67030	ath01100	Metabolic pathways 
AT5G67400	ath01100	Metabolic pathways 
AT5G67520	ath01100	Metabolic pathways 
AT5G67590	ath01100	Metabolic pathways 
AT1G01090	ath01110	Biosynthesis of secondary metabolites 
AT1G01120	ath01110	Biosynthesis of secondary metabolites 
AT1G01710	ath01110	Biosynthesis of secondary metabolites 
AT1G02205	ath01110	Biosynthesis of secondary metabolites 
AT1G02400	ath01110	Biosynthesis of secondary metabolites 
AT1G02500	ath01110	Biosynthesis of secondary metabolites 
AT1G02850	ath01110	Biosynthesis of secondary metabolites 
AT1G03310	ath01110	Biosynthesis of secondary metabolites 
AT1G03630	ath01110	Biosynthesis of secondary metabolites 
AT1G04220	ath01110	Biosynthesis of secondary metabolites 
AT1G04620	ath01110	Biosynthesis of secondary metabolites 
AT1G04710	ath01110	Biosynthesis of secondary metabolites 
AT1G04920	ath01110	Biosynthesis of secondary metabolites 
AT1G05010	ath01110	Biosynthesis of secondary metabolites 
AT1G05160	ath01110	Biosynthesis of secondary metabolites 
AT1G05250	ath01110	Biosynthesis of secondary metabolites 
AT1G05610	ath01110	Biosynthesis of secondary metabolites 
AT1G06030	ath01110	Biosynthesis of secondary metabolites 
AT1G06290	ath01110	Biosynthesis of secondary metabolites 
AT1G06410	ath01110	Biosynthesis of secondary metabolites 
AT1G06520	ath01110	Biosynthesis of secondary metabolites 
AT1G06820	ath01110	Biosynthesis of secondary metabolites 
AT1G07230	ath01110	Biosynthesis of secondary metabolites 
AT1G07420	ath01110	Biosynthesis of secondary metabolites 
AT1G07440	ath01110	Biosynthesis of secondary metabolites 
AT1G08250	ath01110	Biosynthesis of secondary metabolites 
AT1G08520	ath01110	Biosynthesis of secondary metabolites 
AT1G08550	ath01110	Biosynthesis of secondary metabolites 
AT1G08630	ath01110	Biosynthesis of secondary metabolites 
AT1G09240	ath01110	Biosynthesis of secondary metabolites 
AT1G09420	ath01110	Biosynthesis of secondary metabolites 
AT1G09780	ath01110	Biosynthesis of secondary metabolites 
AT1G09795	ath01110	Biosynthesis of secondary metabolites 
AT1G09830	ath01110	Biosynthesis of secondary metabolites 
AT1G09940	ath01110	Biosynthesis of secondary metabolites 
AT1G10070	ath01110	Biosynthesis of secondary metabolites 
AT1G10670	ath01110	Biosynthesis of secondary metabolites 
AT1G10830	ath01110	Biosynthesis of secondary metabolites 
AT1G11680	ath01110	Biosynthesis of secondary metabolites 
AT1G11720	ath01110	Biosynthesis of secondary metabolites 
AT1G11755	ath01110	Biosynthesis of secondary metabolites 
AT1G11790	ath01110	Biosynthesis of secondary metabolites 
AT1G11860	ath01110	Biosynthesis of secondary metabolites 
AT1G12000	ath01110	Biosynthesis of secondary metabolites 
AT1G12010	ath01110	Biosynthesis of secondary metabolites 
AT1G12230	ath01110	Biosynthesis of secondary metabolites 
AT1G12550	ath01110	Biosynthesis of secondary metabolites 
AT1G12640	ath01110	Biosynthesis of secondary metabolites 
AT1G13280	ath01110	Biosynthesis of secondary metabolites 
AT1G13440	ath01110	Biosynthesis of secondary metabolites 
AT1G13560	ath01110	Biosynthesis of secondary metabolites 
AT1G13700	ath01110	Biosynthesis of secondary metabolites 
AT1G14540	ath01110	Biosynthesis of secondary metabolites 
AT1G14810	ath01110	Biosynthesis of secondary metabolites 
AT1G15080	ath01110	Biosynthesis of secondary metabolites 
AT1G15110	ath01110	Biosynthesis of secondary metabolites 
AT1G15550	ath01110	Biosynthesis of secondary metabolites 
AT1G15710	ath01110	Biosynthesis of secondary metabolites 
AT1G15950	ath01110	Biosynthesis of secondary metabolites 
AT1G16300	ath01110	Biosynthesis of secondary metabolites 
AT1G16350	ath01110	Biosynthesis of secondary metabolites 
AT1G17650	ath01110	Biosynthesis of secondary metabolites 
AT1G17745	ath01110	Biosynthesis of secondary metabolites 
AT1G18640	ath01110	Biosynthesis of secondary metabolites 
AT1G18870	ath01110	Biosynthesis of secondary metabolites 
AT1G19440	ath01110	Biosynthesis of secondary metabolites 
AT1G19920	ath01110	Biosynthesis of secondary metabolites 
AT1G20050	ath01110	Biosynthesis of secondary metabolites 
AT1G20330	ath01110	Biosynthesis of secondary metabolites 
AT1G20480	ath01110	Biosynthesis of secondary metabolites 
AT1G20510	ath01110	Biosynthesis of secondary metabolites 
AT1G21400	ath01110	Biosynthesis of secondary metabolites 
AT1G22170	ath01110	Biosynthesis of secondary metabolites 
AT1G22340	ath01110	Biosynthesis of secondary metabolites 
AT1G22360	ath01110	Biosynthesis of secondary metabolites 
AT1G22380	ath01110	Biosynthesis of secondary metabolites 
AT1G22400	ath01110	Biosynthesis of secondary metabolites 
AT1G22440	ath01110	Biosynthesis of secondary metabolites 
AT1G23190	ath01110	Biosynthesis of secondary metabolites 
AT1G23360	ath01110	Biosynthesis of secondary metabolites 
AT1G23800	ath01110	Biosynthesis of secondary metabolites 
AT1G23870	ath01110	Biosynthesis of secondary metabolites 
AT1G24100	ath01110	Biosynthesis of secondary metabolites 
AT1G24360	ath01110	Biosynthesis of secondary metabolites 
AT1G25155	ath01110	Biosynthesis of secondary metabolites 
AT1G26120	ath01110	Biosynthesis of secondary metabolites 
AT1G26220	ath01110	Biosynthesis of secondary metabolites 
AT1G26560	ath01110	Biosynthesis of secondary metabolites 
AT1G26640	ath01110	Biosynthesis of secondary metabolites 
AT1G27680	ath01110	Biosynthesis of secondary metabolites 
AT1G30040	ath01110	Biosynthesis of secondary metabolites 
AT1G30100	ath01110	Biosynthesis of secondary metabolites 
AT1G30520	ath01110	Biosynthesis of secondary metabolites 
AT1G30760	ath01110	Biosynthesis of secondary metabolites 
AT1G30870	ath01110	Biosynthesis of secondary metabolites 
AT1G31190	ath01110	Biosynthesis of secondary metabolites 
AT1G31220	ath01110	Biosynthesis of secondary metabolites 
AT1G31230	ath01110	Biosynthesis of secondary metabolites 
AT1G31690	ath01110	Biosynthesis of secondary metabolites 
AT1G31800	ath01110	Biosynthesis of secondary metabolites 
AT1G31860	ath01110	Biosynthesis of secondary metabolites 
AT1G31910	ath01110	Biosynthesis of secondary metabolites 
AT1G32070	ath01110	Biosynthesis of secondary metabolites 
AT1G32100	ath01110	Biosynthesis of secondary metabolites 
AT1G32440	ath01110	Biosynthesis of secondary metabolites 
AT1G32470	ath01110	Biosynthesis of secondary metabolites 
AT1G32780	ath01110	Biosynthesis of secondary metabolites 
AT1G32900	ath01110	Biosynthesis of secondary metabolites 
AT1G33320	ath01110	Biosynthesis of secondary metabolites 
AT1G34430	ath01110	Biosynthesis of secondary metabolites 
AT1G36160	ath01110	Biosynthesis of secondary metabolites 
AT1G36370	ath01110	Biosynthesis of secondary metabolites 
AT1G43670	ath01110	Biosynthesis of secondary metabolites 
AT1G44000	ath01110	Biosynthesis of secondary metabolites 
AT1G44170	ath01110	Biosynthesis of secondary metabolites 
AT1G44446	ath01110	Biosynthesis of secondary metabolites 
AT1G44820	ath01110	Biosynthesis of secondary metabolites 
AT1G44970	ath01110	Biosynthesis of secondary metabolites 
AT1G47290	ath01110	Biosynthesis of secondary metabolites 
AT1G47840	ath01110	Biosynthesis of secondary metabolites 
AT1G47990	ath01110	Biosynthesis of secondary metabolites 
AT1G48030	ath01110	Biosynthesis of secondary metabolites 
AT1G48130	ath01110	Biosynthesis of secondary metabolites 
AT1G48320	ath01110	Biosynthesis of secondary metabolites 
AT1G48850	ath01110	Biosynthesis of secondary metabolites 
AT1G49570	ath01110	Biosynthesis of secondary metabolites 
AT1G50170	ath01110	Biosynthesis of secondary metabolites 
AT1G50430	ath01110	Biosynthesis of secondary metabolites 
AT1G50460	ath01110	Biosynthesis of secondary metabolites 
AT1G51260	ath01110	Biosynthesis of secondary metabolites 
AT1G51680	ath01110	Biosynthesis of secondary metabolites 
AT1G52340	ath01110	Biosynthesis of secondary metabolites 
AT1G52760	ath01110	Biosynthesis of secondary metabolites 
AT1G53240	ath01110	Biosynthesis of secondary metabolites 
AT1G54100	ath01110	Biosynthesis of secondary metabolites 
AT1G54340	ath01110	Biosynthesis of secondary metabolites 
AT1G55180	ath01110	Biosynthesis of secondary metabolites 
